key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,9.784405,8,0,0,0,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,7,0,1,1,17,1,stim_MN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,2,2,31,1,stim_WN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,3,3,33,1,stim_WN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,4,4,18,1,stim_MN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,5,5,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,6,6,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,7,7,3,1,stim_MJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,8,8,26,1,stim_WJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,9,9,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,4,0,10,10,0,1,stim_MJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,5,0,11,11,34,1,stim_WN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,2,0,12,12,12,1,stim_MN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,13,13,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,14,14,35,1,stim_WN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,15,15,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,2,0,16,16,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,8,0,17,17,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,18,18,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,19,19,24,1,stim_WJ05.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,6,0,20,20,20,1,stim_WJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
,,7,0,21,21,11,1,stim_MN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,PB,23,kvinde,2021-05-11_00h53.47.639,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR33WX1NGNd5cdo5HIQPRgEfhGpf4KbesUwbc-BOg7QsZtTHBfTvE_N3VDM,,
