key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,20.980015,8,0,0,0,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,8,0,1,1,1,1,stim_MJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,2,2,18,1,stim_MN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,3,3,0,1,stim_MJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,4,0,4,4,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,3,0,5,5,12,1,stim_MN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,6,6,26,1,stim_WJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,8,0,7,7,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,7,0,8,8,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,7,0,9,9,35,1,stim_WN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,10,10,9,1,stim_MJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,5,0,11,11,39,1,stim_WN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,5,0,12,12,30,1,stim_WN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,13,13,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,7,0,14,14,27,1,stim_WJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,3,0,15,15,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,7,0,16,16,24,1,stim_WJ05.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,8,0,17,17,22,1,stim_WJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,8,0,18,18,32,1,stim_WN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,7,0,19,19,3,1,stim_MJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,3,0,20,20,34,1,stim_WN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,21,21,4,1,stim_MJ05.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,7,0,22,22,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
,,6,0,23,23,11,1,stim_MN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AHJ,23,mand,2021-05-11_08h14.59.502,theaoglinaexperiment,2021.1.4,Win32,59.9268892,IwAR3yY8Ko-G8eg9rHmTmuJZe4kNwyQ4_EdXfhZ7S6Vq29WlmIT3nom62DcTU,,
