key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,18.015675,6,0,0,0,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,5,0,1,1,12,1,stim_MN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,5,0,2,2,32,1,stim_WN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,5,0,3,3,0,1,stim_MJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,8,0,4,4,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,7,0,5,5,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,6,0,6,6,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,5,0,7,7,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,5,0,8,8,17,1,stim_MN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
,,7,0,9,9,22,1,stim_WJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",TP,24,mand,2021-05-12_20h27.07.082,theaoglinaexperiment,2021.1.4,Win32,148.0823338,IwAR0eIeKa1YaLVwlvtFEmtorU0Jgy-ZgDorcoDRLro3pUXk9qOIxKoS6bE6k,,
