key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,0.9522,7,0,0,0,1,1,stim_MJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,7,0,1,1,34,1,stim_WN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,7,0,2,2,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,5,0,3,3,11,1,stim_MN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,6,0,4,4,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,6,0,5,5,30,1,stim_WN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,8,0,6,6,14,1,stim_MN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,7,0,7,7,39,1,stim_WN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,6,0,8,8,32,1,stim_WN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,8,0,9,9,21,1,stim_WJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,7,0,10,10,33,1,stim_WN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
,,8,0,11,11,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,KKJ,23,Kvinde,2021-05-06_12h09.54.927,theaoglinaexperiment,2021.1.4,MacIntel,59.84082341,IwAR06ZJhwav-R008a2A9gX95Us0OECoDPjG5l_3QaNdyKHylu2sLzP_Ysjjc,,
