key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,31.84009,7,0,0,0,21,1,stim_WJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,7,0,1,1,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,8,0,2,2,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,3,0,3,3,20,1,stim_WJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,8,0,4,4,31,1,stim_WN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,3,0,5,5,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,6,0,6,6,18,1,stim_MN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,6,0,7,7,10,1,stim_MN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,7,0,8,8,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
,,7,0,9,9,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KV,21,mand,2021-05-12_12h29.33.862,theaoglinaexperiment,2021.1.4,Win32,164.2305797,IwAR3ok57bBQzW__zGcKPTsaJfFqVtpNf9chZ9ZemWS37eL_-mWFA9Sy38ztc,,
