key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,17.687445,6,0,0,0,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,5,0,1,1,2,1,stim_MJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,7,0,2,2,35,1,stim_WN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,2,0,3,3,17,1,stim_MN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,5,0,4,4,20,1,stim_WJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,5,0,5,5,24,1,stim_WJ05.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,3,0,6,6,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,1,0,7,7,6,1,stim_MJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,7,0,8,8,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
,,4,0,9,9,14,1,stim_MN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",CJ,22,kvinde,2021-05-15_17h17.05.527,theaoglinaexperiment,2021.1.4,Win32,59.99520038,IwAR3HsMK2sSX8gmM7LvJY06rK0pAgFFFU5so1UuyBdvAtlR0dS3alLQnRP18,,
