key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,18.43182,7,0,0,0,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,6,0,1,1,14,1,stim_MN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,5,0,2,2,11,1,stim_MN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,5,0,3,3,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,3,0,4,4,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,6,0,5,5,1,1,stim_MJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,5,0,6,6,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,4,0,7,7,27,1,stim_WJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,7,0,8,8,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
,,2,0,9,9,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MSB,23,mand,2021-05-10_11h02.56.523,theaoglinaexperiment,2021.1.4,Win32,60.22282445,IwAR13bNhRO-RzMbUzxiuVQm3HeUc9fwSUh2YAGWGFtzpBqd9zNnSMV5gYwMc,,
