key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
space,28.811605,6,0,0,0,26,1,stim_WJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,8,0,1,1,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,8,0,2,2,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,3,3,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,4,4,36,1,stim_WN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,5,5,3,1,stim_MJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,6,6,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,6,0,7,7,2,1,stim_MJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,6,0,8,8,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,9,9,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,10,10,17,1,stim_MN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,6,0,11,11,0,1,stim_MJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,6,0,12,12,10,1,stim_MN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,13,13,24,1,stim_WJ05.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,14,14,20,1,stim_WJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,15,15,15,1,stim_MN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,6,0,16,16,30,1,stim_WN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,17,17,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,18,18,23,1,stim_WJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,19,19,9,1,stim_MJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,20,20,21,1,stim_WJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,21,21,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,22,22,11,1,stim_MN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
,,7,0,23,23,33,1,stim_WN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",TJ,56,kvinde,2021-05-07_11h41.26.759,theaoglinaexperiment,2021.1.4,Win32,59.87306909,IwAR20mzask5l7vniIUfaomKjWv060eGVSs2IA9GkPHfBVQrbNmDtHKTClOGo,,
